hh1,hh2,hh6,hh7,zone,ln,mn_age_yrs,mn_attended_sch,mn_mstatus,mma1,mwage,mn_overall_happiness,mn_life_satisfaction,mn_life_satisfaction_last_year,mn_life_satisfaction_expectation,mn_education,windex5,survey,consent,mnweight
1403.0,11.0,URBAN,OSUN,South West,1.0,46.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.21852199665007
1403.0,13.0,URBAN,OSUN,South West,1.0,40.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.21852199665007
1403.0,15.0,URBAN,OSUN,South West,3.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.21852199665007
1403.0,15.0,URBAN,OSUN,South West,4.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.21852199665007
1403.0,19.0,URBAN,OSUN,South West,3.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.21852199665007
1404.0,3.0,URBAN,OSUN,South West,2.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Fourth,MICS,YES,1.15759589681757
1404.0,5.0,URBAN,OSUN,South West,1.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Junior secondary,Fourth,MICS,YES,1.15759589681757
1404.0,9.0,URBAN,OSUN,South West,3.0,25.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,1.15759589681757
1404.0,9.0,URBAN,OSUN,South West,4.0,23.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,1.15759589681757
1404.0,9.0,URBAN,OSUN,South West,5.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,1.15759589681757
1404.0,11.0,URBAN,OSUN,South West,3.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
1404.0,13.0,URBAN,OSUN,South West,1.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
1405.0,1.0,URBAN,OSUN,South West,1.0,43.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,WORSE,Junior secondary,Poorest,MICS,YES,2.26232728498848
1405.0,3.0,URBAN,OSUN,South West,1.0,48.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,7,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Poorest,MICS,YES,2.26232728498848
1405.0,7.0,URBAN,OSUN,South West,2.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,7,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Junior secondary,Poorest,MICS,YES,2.26232728498848
1405.0,19.0,URBAN,OSUN,South West,2.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,7,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Second,MICS,YES,2.26232728498848
1406.0,5.0,URBAN,OSUN,South West,1.0,49.0,YES,Currently married/in union,"YES, LIVING WITH A PARTNER",45-49,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Junior secondary,Middle,MICS,YES,0.372738066888306
1406.0,13.0,URBAN,OSUN,South West,1.0,45.0,YES,Currently married/in union,"YES, LIVING WITH A PARTNER",45-49,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.372738066888306
1406.0,17.0,URBAN,OSUN,South West,4.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,BETTER,Higher/tertiary,Fourth,MICS,YES,0.372738066888306
1406.0,17.0,URBAN,OSUN,South West,5.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,BETTER,Higher/tertiary,Fourth,MICS,YES,0.372738066888306
1407.0,3.0,RURAL,OSUN,South West,2.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,4,MORE OR LESS THE SAME,BETTER,Senior secondary,Second,MICS,YES,0.289694781242985
1407.0,7.0,RURAL,OSUN,South West,1.0,45.0,NO,Never married/in union,"NO, NOT IN UNION",45-49,SOMEWHAT HAPPY,4,MORE OR LESS THE SAME,BETTER,None,Middle,MICS,YES,0.289694781242985
1407.0,15.0,RURAL,OSUN,South West,2.0,28.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,SOMEWHAT HAPPY,7,MORE OR LESS THE SAME,BETTER,Senior secondary,Fourth,MICS,YES,0.289694781242985
1407.0,17.0,RURAL,OSUN,South West,1.0,38.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,BETTER,Senior secondary,Fourth,MICS,YES,0.289694781242985
1407.0,19.0,RURAL,OSUN,South West,1.0,48.0,YES,Never married/in union,"NO, NOT IN UNION",45-49,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Primary,Middle,MICS,YES,0.289694781242985
1408.0,3.0,URBAN,OSUN,South West,1.0,30.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.24074802005744
1408.0,5.0,URBAN,OSUN,South West,1.0,36.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.24074802005744
1408.0,7.0,URBAN,OSUN,South West,1.0,28.0,YES,Currently married/in union,"YES, LIVING WITH A PARTNER",25-29,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.24074802005744
1408.0,11.0,URBAN,OSUN,South West,1.0,34.0,YES,Currently married/in union,"YES, LIVING WITH A PARTNER",30-34,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Junior secondary,Middle,MICS,YES,1.24074802005744
1408.0,13.0,URBAN,OSUN,South West,1.0,33.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Higher/tertiary,Fourth,MICS,YES,1.24074802005744
1408.0,15.0,URBAN,OSUN,South West,3.0,31.0,YES,Never married/in union,"NO, NOT IN UNION",30-34,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.24074802005744
1408.0,15.0,URBAN,OSUN,South West,4.0,32.0,YES,Never married/in union,"NO, NOT IN UNION",30-34,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Higher/tertiary,Middle,MICS,YES,1.24074802005744
1408.0,17.0,URBAN,OSUN,South West,1.0,31.0,YES,Currently married/in union,"YES, LIVING WITH A PARTNER",30-34,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Primary,Middle,MICS,YES,1.24074802005744
1408.0,19.0,URBAN,OSUN,South West,1.0,43.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Higher/tertiary,Richest,MICS,YES,1.24074802005744
1409.0,2.0,URBAN,OSUN,South West,1.0,43.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Higher/tertiary,Fourth,MICS,YES,1.8405782535225
1409.0,8.0,URBAN,OSUN,South West,1.0,29.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.8405782535225
1409.0,10.0,URBAN,OSUN,South West,3.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.8405782535225
1409.0,10.0,URBAN,OSUN,South West,4.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.8405782535225
1409.0,12.0,URBAN,OSUN,South West,1.0,46.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Higher/tertiary,Richest,MICS,YES,1.8405782535225
1409.0,12.0,URBAN,OSUN,South West,4.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.8405782535225
1409.0,16.0,URBAN,OSUN,South West,1.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.8405782535225
1409.0,18.0,URBAN,OSUN,South West,1.0,47.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Higher/tertiary,Richest,MICS,YES,1.8405782535225
1409.0,18.0,URBAN,OSUN,South West,4.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.8405782535225
1409.0,20.0,URBAN,OSUN,South West,1.0,49.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Junior secondary,Fourth,MICS,YES,1.8405782535225
1409.0,20.0,URBAN,OSUN,South West,3.0,23.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.8405782535225
1409.0,20.0,URBAN,OSUN,South West,4.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,7,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.8405782535225
1410.0,10.0,RURAL,OSUN,South West,1.0,35.0,YES,Never married/in union,"NO, NOT IN UNION",35-39,VERY HAPPY,8,IMPROVED,BETTER,Primary,Poorest,MICS,YES,0.372127056220518
1411.0,6.0,RURAL,OSUN,South West,1.0,27.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Junior secondary,Poorest,MICS,YES,0.575105450522619
1411.0,8.0,RURAL,OSUN,South West,1.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Senior secondary,Poorest,MICS,YES,0.575105450522619
1411.0,12.0,RURAL,OSUN,South West,1.0,38.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.575105450522619
1411.0,14.0,RURAL,OSUN,South West,1.0,40.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,8,IMPROVED,BETTER,Junior secondary,Poorest,MICS,YES,0.575105450522619
1411.0,18.0,RURAL,OSUN,South West,2.0,45.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Primary,Poorest,MICS,YES,0.575105450522619
1412.0,1.0,URBAN,OSUN,South West,1.0,44.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.09907659379247
1412.0,9.0,URBAN,OSUN,South West,1.0,46.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Higher/tertiary,Richest,MICS,YES,1.09907659379247
1412.0,17.0,URBAN,OSUN,South West,2.0,32.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.09907659379247
1413.0,2.0,URBAN,OSUN,South West,1.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.4437774697781
1413.0,10.0,URBAN,OSUN,South West,1.0,32.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Higher/tertiary,Fourth,MICS,YES,1.4437774697781
1413.0,14.0,URBAN,OSUN,South West,1.0,49.0,YES,Currently married/in union,"YES, LIVING WITH A PARTNER",45-49,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Primary,Fourth,MICS,YES,1.4437774697781
1413.0,14.0,URBAN,OSUN,South West,3.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.4437774697781
1413.0,18.0,URBAN,OSUN,South West,1.0,28.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Primary,Fourth,MICS,YES,1.4437774697781
1413.0,20.0,URBAN,OSUN,South West,1.0,24.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",20-24,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.4437774697781
1414.0,2.0,URBAN,OSUN,South West,1.0,37.0,YES,Currently married/in union,"YES, LIVING WITH A PARTNER",35-39,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.90784879934963
1414.0,8.0,URBAN,OSUN,South West,1.0,35.0,YES,Currently married/in union,"YES, LIVING WITH A PARTNER",35-39,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.90784879934963
1414.0,10.0,URBAN,OSUN,South West,1.0,38.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Higher/tertiary,Fourth,MICS,YES,1.90784879934963
1414.0,18.0,URBAN,OSUN,South West,1.0,34.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.90784879934963
1414.0,20.0,URBAN,OSUN,South West,2.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.90784879934963
1415.0,2.0,URBAN,OSUN,South West,1.0,26.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Higher/tertiary,Richest,MICS,YES,1.56329597090879
1415.0,4.0,URBAN,OSUN,South West,3.0,47.0,YES,Never married/in union,"NO, NOT IN UNION",45-49,VERY UNHAPPY,0,WORSENED,MORE OR LESS THE SAME,Junior secondary,Richest,MICS,YES,1.56329597090879
1415.0,6.0,URBAN,OSUN,South West,1.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.56329597090879
1415.0,8.0,URBAN,OSUN,South West,1.0,39.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Higher/tertiary,Richest,MICS,YES,1.56329597090879
1415.0,14.0,URBAN,OSUN,South West,3.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,7,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.56329597090879
1415.0,20.0,URBAN,OSUN,South West,1.0,48.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Higher/tertiary,Richest,MICS,YES,1.56329597090879
1415.0,20.0,URBAN,OSUN,South West,4.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,7,MORE OR LESS THE SAME,BETTER,Senior secondary,Richest,MICS,YES,1.56329597090879
1416.0,1.0,URBAN,OSUN,South West,3.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Primary,Fourth,MICS,YES,0.446655991688225
1416.0,5.0,URBAN,OSUN,South West,1.0,42.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,6,IMPROVED,BETTER,None,Middle,MICS,YES,0.446655991688225
1416.0,7.0,URBAN,OSUN,South West,1.0,40.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Higher/tertiary,Richest,MICS,YES,0.446655991688225
1416.0,9.0,URBAN,OSUN,South West,1.0,36.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Higher/tertiary,Richest,MICS,YES,0.446655991688225
1416.0,11.0,URBAN,OSUN,South West,1.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Primary,Middle,MICS,YES,0.446655991688225
1416.0,13.0,URBAN,OSUN,South West,1.0,35.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,0.446655991688225
1416.0,17.0,URBAN,OSUN,South West,1.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,0.446655991688225
1416.0,19.0,URBAN,OSUN,South West,1.0,36.0,YES,Never married/in union,"NO, NOT IN UNION",35-39,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Richest,MICS,YES,0.446655991688225
1417.0,1.0,URBAN,OSUN,South West,1.0,47.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Senior secondary,Richest,MICS,YES,1.61631564591128
1417.0,1.0,URBAN,OSUN,South West,3.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.61631564591128
1417.0,1.0,URBAN,OSUN,South West,6.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,8,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.61631564591128
1417.0,1.0,URBAN,OSUN,South West,7.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.61631564591128
1417.0,7.0,URBAN,OSUN,South West,1.0,35.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Higher/tertiary,Richest,MICS,YES,1.61631564591128
1417.0,9.0,URBAN,OSUN,South West,3.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,7,MORE OR LESS THE SAME,BETTER,Senior secondary,Fourth,MICS,YES,1.61631564591128
1417.0,11.0,URBAN,OSUN,South West,1.0,47.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,NEITHER HAPPY NOR UNHAPPY,5,MORE OR LESS THE SAME,BETTER,Primary,Richest,MICS,YES,1.61631564591128
1417.0,11.0,URBAN,OSUN,South West,3.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.61631564591128
1417.0,11.0,URBAN,OSUN,South West,4.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.61631564591128
1417.0,11.0,URBAN,OSUN,South West,5.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.61631564591128
1417.0,13.0,URBAN,OSUN,South West,1.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Fourth,MICS,YES,1.61631564591128
1417.0,15.0,URBAN,OSUN,South West,1.0,31.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.61631564591128
1417.0,15.0,URBAN,OSUN,South West,3.0,28.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.61631564591128
1418.0,5.0,RURAL,OSUN,South West,1.0,27.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.808679579735995
1418.0,7.0,RURAL,OSUN,South West,2.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.808679579735995
1418.0,13.0,RURAL,OSUN,South West,1.0,45.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.808679579735995
1418.0,13.0,RURAL,OSUN,South West,7.0,25.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Middle,MICS,YES,0.808679579735995
1418.0,15.0,RURAL,OSUN,South West,3.0,34.0,YES,Never married/in union,"NO, NOT IN UNION",30-34,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Senior secondary,Second,MICS,YES,0.808679579735995
1418.0,17.0,RURAL,OSUN,South West,1.0,31.0,YES,Never married/in union,"NO, NOT IN UNION",30-34,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.808679579735995
1419.0,2.0,URBAN,OSUN,South West,1.0,26.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.73176676347637
1419.0,4.0,URBAN,OSUN,South West,3.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Junior secondary,Second,MICS,YES,1.73176676347637
1419.0,6.0,URBAN,OSUN,South West,4.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Junior secondary,Richest,MICS,YES,1.73176676347637
1419.0,10.0,URBAN,OSUN,South West,1.0,28.0,YES,Currently married/in union,"YES, LIVING WITH A PARTNER",25-29,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Junior secondary,Fourth,MICS,YES,1.73176676347637
1419.0,12.0,URBAN,OSUN,South West,1.0,33.0,YES,Currently married/in union,"YES, LIVING WITH A PARTNER",30-34,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.73176676347637
1419.0,16.0,URBAN,OSUN,South West,1.0,25.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Higher/tertiary,Fourth,MICS,YES,1.73176676347637
1419.0,20.0,URBAN,OSUN,South West,1.0,48.0,YES,Formerly married/in union,"NO, NOT IN UNION",45-49,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Higher/tertiary,Richest,MICS,YES,1.73176676347637
1420.0,2.0,RURAL,OSUN,South West,1.0,35.0,YES,Formerly married/in union,"NO, NOT IN UNION",35-39,SOMEWHAT HAPPY,6,WORSENED,BETTER,Senior secondary,Middle,MICS,YES,0.69348218449619
1420.0,6.0,RURAL,OSUN,South West,1.0,47.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,0.69348218449619
1420.0,10.0,RURAL,OSUN,South West,1.0,47.0,YES,Currently married/in union,"YES, LIVING WITH A PARTNER",45-49,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Junior secondary,Fourth,MICS,YES,0.69348218449619
1420.0,10.0,RURAL,OSUN,South West,3.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,5,NO RESPONSE,MORE OR LESS THE SAME,Higher/tertiary,Fourth,MICS,YES,0.69348218449619
1420.0,10.0,RURAL,OSUN,South West,4.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Senior secondary,Fourth,MICS,YES,0.69348218449619
1420.0,12.0,RURAL,OSUN,South West,2.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Senior secondary,Middle,MICS,YES,0.69348218449619
1420.0,12.0,RURAL,OSUN,South West,3.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.69348218449619
1420.0,16.0,RURAL,OSUN,South West,2.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Senior secondary,Fourth,MICS,YES,0.69348218449619
1420.0,16.0,RURAL,OSUN,South West,3.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,0.69348218449619
1420.0,16.0,RURAL,OSUN,South West,4.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,BETTER,Junior secondary,Fourth,MICS,YES,0.69348218449619
1420.0,20.0,RURAL,OSUN,South West,1.0,27.0,YES,Currently married/in union,"YES, LIVING WITH A PARTNER",25-29,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.69348218449619
1421.0,1.0,RURAL,OSUN,South West,5.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Higher/tertiary,Richest,MICS,YES,0.715153502761694
1421.0,1.0,RURAL,OSUN,South West,7.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,0.715153502761694
